,IDENTIFICATION,PLAYER_DETAIL,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
3649,89221,이명수_1966년 07월 29일,(우투우타),181cm,83kg,0,89OB
3650,89230,김진규_1962년 06월 30일,투수(우투우타),cm,kg,0,0
3651,89269,김형균_1969년 05월 14일,투수(우투우타),0cm,0kg,0,0
3652,89270,구동우_1966년 12월 27일,(좌투좌타),179cm,90kg,0,89OB
3653,89271,홍길남_1971년 02월 24일,투수(우투우타),0cm,0kg,0,0
3654,89272,곽연수_1967년 03월 18일,외야수(우투우타),0cm,0kg,0,0
3655,89273,송명철_1970년 05월 01일,포수(우투우타),0cm,0kg,0,0
3656,89310,김진한_1964년 05월 19일,포수(우투우타),0cm,0kg,0,0
3657,89311,김풍기_1966년 10월 19일,내야수(우투우타),0cm,0kg,0,0
3658,89321,이희성_1966년 05월 02일,외야수(좌투좌타),0cm,0kg,0,0
3659,89330,박은진_1964년 09월 27일,투수(우투우타),0cm,0kg,0,0
3660,89331,박준태_1967년 02월 22일,(우투우타),172cm,75kg,0,89태평양
3661,89350,정명진_1961년 11월 13일,투수(우투우타),0cm,0kg,0,0
3662,89351,정명원_1966년 06월 14일,(우투우타),189cm,89kg,0,89태평양
3663,89370,노민승_1965년 11월 20일,투수(우투우타),0cm,0kg,0,0
3664,89371,허정욱_1965년 08월 04일,투수(우투우타),0cm,0kg,0,0
3665,89372,윤성훈_1966년 06월 04일,내야수(우투우타),0cm,0kg,0,0
3666,89397,조진구_1969년 02월 10일,투수(좌투좌타),0cm,0kg,0,0
3667,89410,김상엽_1970년 05월 11일,(우투우타),187cm,95kg,0,89삼성
3668,89420,이종옥_1965년 03월 11일,내야수(우투우타),0cm,0kg,0,0
3669,89430,박용준_1970년 06월 17일,투수(좌투좌타),0cm,0kg,0,0
3670,89431,박정은_1970년 04월 15일,투수(우투우타),0cm,0kg,0,0
3671,89440,최해명_1964년 12월 25일,(우투우타),173cm,75kg,0,15두산코치
3672,89450,정존수_1970년 01월 23일,포수(우투우타),0cm,0kg,0,0
3673,89470,유명선_1965년 09월 03일,투수(우투우타),0cm,0kg,0,0
3674,89471,송광훈_1962년 08월 09일,투수(우투우타),0cm,0kg,0,0
3675,89475,강기웅_1964년 02월 25일,(우투우타),173cm,72kg,0,89삼성
3676,89476,강영수_1965년 02월 10일,외야수(우투우타),0cm,0kg,0,0
3677,89477,나광남_1967년 08월 05일,외야수(우투우타),0cm,0kg,0,0
3678,89478,강종필_1967년 02월 28일,외야수(우투우타),0cm,0kg,0,0
3679,89511,김청수_1966년 08월 06일,투수(우투우타),0cm,0kg,0,0
3680,89512,김선일_1965년 08월 02일,포수(우투우타),0cm,0kg,0,0
3681,89513,김인호_1967년 01월 26일,(우투우타),180cm,84kg,0,89롯데
3682,89514,김상우_1966년 12월 14일,외야수(우투좌타),0cm,0kg,0,0
3683,89520,이상번_1970년 03월 05일,투수(우투우타),0cm,0kg,0,0
3684,89522,이종운_1966년 04월 06일,(좌투좌타),176cm,79kg,0,89롯데
3685,89570,서호진_1966년 08월 25일,투수(우투우타),0cm,0kg,0,0
3686,89572,현남수_1965년 07월 14일,내야수(우투우타),0cm,0kg,0,0
3687,89573,윤동배_1966년 03월 03일,투수(우투우타),0cm,0kg,0,0
3688,89610,김정훈_1970년 07월 29일,투수(우투우타),0cm,0kg,0,0
3689,89611,김태완_1966년 08월 20일,외야수(우투우타),cm,kg,0,0
3690,89620,이강철_1966년 05월 24일,(우언우타),180cm,78kg,0,89해태
3691,89621,이광우_1965년 03월 14일,(우투우타),182cm,83kg,0,89해태
3692,89622,이경복_1970년 11월 19일,내야수(우투우타),0cm,0kg,0,0
3693,89630,박병호_1970년 07월 09일,포수(우투우타),0cm,0kg,0,0
3694,89651,정동해_1971년 10월 28일,투수(좌투좌타),0cm,0kg,0,0
3695,89660,장호익_1965년 05월 11일,포수(우투우타),0cm,0kg,0,0
3696,89670,조계현_1964년 05월 01일,(우투우타),178cm,87kg,0,89해태
3697,89672,강태원_1971년 05월 15일,투수(좌투좌타),180cm,83kg,0,0
3698,89673,유창균_1970년 10월 23일,투수(우투우타),0cm,0kg,0,0
3699,89674,윤재호_1967년 03월 06일,내야수(우투우타),0cm,0kg,0,0
3700,89675,문승훈_1966년 03월 14일,외야수(우투우타),0cm,0kg,0,0
3701,89710,김락기_1966년 10월 28일,투수(우투우타),0cm,0kg,0,0
3702,89712,김용선_1970년 08월 09일,내야수(우투우타),0cm,0kg,0,0
3703,89720,이은승_1971년 02월 12일,투수(우투우타),0cm,0kg,0,0
3704,89721,이종호_1967년 02월 15일,(우투우타),173cm,72kg,0,0
3705,89730,박선일_1966년 07월 22일,포수(우투우타),0cm,0kg,0,0
3706,89770,송진우_1966년 02월 16일,(좌투좌타),181cm,80kg,0,89빙그레
3707,89771,진정필_1966년 02월 10일,투수(우투우타),0cm,0kg,0,0
3708,89772,손창현_1970년 01월 01일,투수(우투우타),0cm,0kg,0,0
3709,89773,원근호_1968년 11월 13일,투수(우투우타),0cm,0kg,0,0
3710,89775,성군철_1968년 05월 25일,외야수(우투좌타),0cm,0kg,0,0
3711,89776,손경호_1966년 03월 10일,내야수(우투우타),0cm,0kg,0,0
3712,89777,황대연_1967년 07월 20일,(우투우타),183cm,90kg,0,0
3713,89778,강석천_1967년 12월 07일,(우투우타),185cm,87kg,0,89빙그레
3714,89784,정종헌_1969년 07월 12일,투수(좌투좌타),0cm,0kg,0,0
3715,90000,최달호_1969년 09월 02일,포수(우투우타),0cm,0kg,0,0
3716,90001,정인조_1964년 11월 23일,투수(우투우타),0cm,0kg,0,0
3717,90002,김기완_1966년 06월 04일,투수(좌투좌타),0cm,0kg,0,0
3718,90003,구대진_1967년 06월 02일,투수(우투우타),0cm,0kg,0,0
3719,90004,김석기_1967년 10월 07일,(우투우타),181cm,93kg,0,0
3720,90012,박종철_1971년 10월 12일,투수(우투우타),0cm,0kg,0,0
3721,90013,최한림_1971년 11월 15일,투수(좌투좌타),0cm,0kg,0,0
3722,90018,공봉구_1967년 07월 18일,내야수(우투우타),0cm,0kg,0,0
3723,90020,최해식_1968년 09월 30일,(우투우타),178cm,82kg,0,0
3724,90023,김영운_1966년 04월 14일,내야수(좌투좌타),0cm,0kg,0,0
3725,90025,김호_1967년 05월 03일,(우투우타),175cm,80kg,0,91쌍방울
3726,90210,김만조_1969년 07월 11일,투수(우투우타),0cm,0kg,0,0
3727,90211,권영구_1971년 08월 20일,투수(우투우타),0cm,0kg,0,0
3728,90212,강형석_1968년 01월 07일,외야수(좌투좌타),0cm,0kg,0,0
3729,90213,김상진_1970년 03월 15일,(우투우타),182cm,91kg,0,91OB
3730,90214,김태형_1967년 09월 12일,(우투우타),175cm,82kg,0,90OB
3731,90220,손병희_1971년 04월 20일,투수(우투우타),0cm,0kg,0,0
3732,90250,임형석_1968년 01월 29일,내야수(우투우타),0cm,0kg,0,0
3733,90251,서준룡_1967년 08월 29일,내야수(우투우타),0cm,0kg,0,0
3734,90261,조정수_1969년 05월 02일,투수(우투우타),0cm,0kg,0,0
3735,90272,정재호_1967년 10월 08일,포수(우투우타),0cm,0kg,0,0
3736,90282,최덕현_1971년 07월 26일,포수(우투우타),0cm,0kg,0,0
3737,90283,최치용_1971년 07월 16일,포수(우투우타),0cm,0kg,0,0
3738,90285,최재룡_1964년 06월 15일,외야수(우투우타),0cm,0kg,0,0
3739,90310,김력_1968년 02월 28일,투수(우투우타),0cm,0kg,0,0
3740,90311,김민태_1970년 03월 23일,투수(우투우타),0cm,0kg,0,0
3741,90312,가내영_1971년 03월 29일,투수(우투우타),182cm,76kg,0,91태평양
3742,90313,김경기_1968년 04월 05일,(우투우타),185cm,91kg,0,90태평양
3743,90314,강호규_1970년 04월 28일,외야수(우투우타),0cm,0kg,0,0
3744,90315,권준헌_1971년 12월 01일,투수(우투우타),187cm,100kg,0,0
3745,90340,임진수_1972년 02월 01일,(우투우타),175cm,80kg,0,90태평양
3746,90347,강광회_1968년 06월 23일,외야수(우투우타),0cm,0kg,0,0
3747,90350,조웅천_1971년 03월 17일,(우언우타),183cm,82kg,0,90태평양
3748,90351,조영상_1970년 10월 26일,투수(우투우타),0cm,0kg,0,0
3749,90371,최광천_1967년 10월 28일,포수(우투우타),0cm,0kg,0,0
3750,90372,최용철_1967년 06월 25일,내야수(우투우타),0cm,0kg,0,0
3751,90412,김성일_1967년 05월 03일,외야수(우투우타),0cm,0kg,0,0
3752,90413,김종철_1968년 07월 18일,투수(우투우타),0cm,0kg,0,0
3753,90414,김성재_1966년 10월 08일,내야수(우투우타),0cm,0kg,0,0
3754,90415,김선진_1967년 05월 05일,(우투우타),182cm,88kg,0,90LG
3755,90416,김성준_1971년 06월 21일,투수(우투우타),0cm,0kg,0,0
3756,90418,구동환_1963년 03월 07일,외야수(우투우타),0cm,0kg,0,0
3757,90419,김동수_1968년 10월 27일,(우투우타),180cm,85kg,0,90LG
3758,90460,이병훈_1967년 05월 17일,외야수(우투우타),0cm,0kg,0,0
3759,90475,조필현_1971년 07월 05일,외야수(우투우타),0cm,0kg,0,0
3760,90480,장주덕_1972년 01월 05일,내야수(우투우타),0cm,0kg,0,0
3761,90490,최우석_1968년 01월 15일,투수(좌투좌타),0cm,0kg,0,0
3762,90510,강민기_1970년 08월 27일,투수(우투우타),0cm,0kg,0,0
3763,90511,김도형_1967년 07월 28일,투수(좌투좌타),0cm,0kg,0,0
3764,90512,김창기_1966년 07월 25일,투수(우투우타),0cm,0kg,0,0
3765,90513,김병수_1964년 09월 14일,외야수(우투우타),0cm,0kg,0,0
3766,90514,김종헌_1966년 07월 27일,외야수(우투우타),177cm,76kg,0,0
3767,90521,이지환_1971년 03월 09일,내야수(좌투좌타),183cm,80kg,0,0
3768,90522,이동채_1971년 06월 01일,내야수(우투우타),0cm,0kg,0,0
3769,90532,박동희_1968년 01월 04일,투수(우투우타),186cm,98kg,0,0
3770,90550,전봉석_1968년 02월 28일,포수(우투우타),0cm,0kg,0,0
3771,90571,손길호_1967년 08월 03일,내야수(우투우타),0cm,0kg,0,0
3772,90574,안명호_1971년 05월 14일,포수(우투우타),0cm,0kg,0,0
3773,90580,유충돌_1967년 02월 12일,내야수(우투우타),0cm,0kg,0,0
3774,90581,공필성_1967년 11월 11일,(우투우타),177cm,77kg,0,90롯데
3775,90611,김병두_1972년 01월 23일,내야수(우투우타),0cm,0kg,0,0
3776,90613,강대성_1971년 05월 09일,투수(우투우타),0cm,0kg,0,0
3777,90615,김형택_1971년 10월 11일,투수(우투우타),0cm,0kg,0,0
3778,90643,박현수_1972년 01월 28일,외야수(우투우타),0cm,0kg,0,0
3779,90656,양민석_1971년 10월 23일,외야수(우투우타),0cm,0kg,0,0
3780,90658,이호성_1967년 07월 17일,외야수(우투우타),180cm,80kg,0,0
3781,90660,정회열_1968년 10월 09일,(우투우타),178cm,88kg,0,90해태
3782,90670,서정필_1971년 08월 05일,투수(우투우타),0cm,0kg,0,0
3783,90671,조찬관_1965년 06월 20일,내야수(우투우타),0cm,0kg,0,0
3784,90673,정성훈_1972년 05월 17일,내야수(우투우타),0cm,0kg,0,0
3785,90685,최태영_1971년 08월 30일,투수(우투우타),0cm,0kg,0,0
3786,90687,최향남_1971년 03월 28일,투수(우투우타),187cm,89kg,0,90해태
3787,90695,홍현우_1972년 09월 28일,내야수(우투우타),180cm,83kg,0,0
3788,90759,이효봉_1963년 01월 26일,투수(우투우타),0cm,0kg,0,0
3789,90761,지화동_1967년 01월 20일,내야수(우투우타),0cm,0kg,0,0
3790,90768,진상봉_1965년 04월 06일,외야수(우투우타),0cm,0kg,0,0
3791,90771,임돈영_1971년 11월 02일,외야수(우투우타),0cm,0kg,0,0
3792,90774,유태완_1965년 09월 28일,외야수(우투우타),0cm,0kg,0,0
3793,90811,김인철_1971년 07월 14일,외야수(우투우타),187cm,85kg,0,0
3794,90850,이태일_1967년 04월 09일,투수(우투우타),0cm,0kg,0,0
3795,90851,이상훈_1971년 03월 21일,투수(우투우타),181cm,82kg,0,0
3796,90852,이규창_1971년 02월 26일,내야수(우투우타),0cm,0kg,0,0
3797,90853,이상목_1971년 04월 25일,투수(우투우타),187cm,80kg,0,0
3798,90860,박홍철_1967년 06월 12일,외야수(우투우타),0cm,0kg,0,0
3799,90869,박인구_1970년 12월 30일,외야수(좌투좌타),0cm,0kg,0,0
3800,90876,정경훈_1972년 05월 22일,내야수(우투우타),181cm,73kg,0,0
3801,90880,최현준_1967년 05월 03일,투수(우투우타),0cm,0kg,0,0
3802,90911,장진범_1959년 01월 02일,내야수(우투우타),0cm,0kg,0,0
3803,91006,송구홍_1968년 06월 23일,(우투우타),182cm,78kg,0,98해태
3804,91011,이병석_1971년 05월 17일,투수(우투우타),187cm,98kg,0,0
3805,91015,이종열_1973년 01월 28일,(우투양타),180cm,75kg,0,0
3806,91032,소순배_1968년 11월 19일,내야수(우투우타),0cm,0kg,0,0
3807,91044,나진균_1968년 09월 25일,외야수(우투우타),0cm,0kg,0,0
3808,91059,서왕권_1968년 10월 24일,투수(우투우타),0cm,0kg,0,0
3809,91066,나성열_1972년 09월 09일,투수(우투우타),0cm,0kg,0,0
3810,91067,김성기_1972년 10월 24일,내야수(우투우타),0cm,0kg,0,0
3811,91101,김승남_1972년 06월 28일,투수(우투우타),0cm,0kg,0,0
3812,91104,문귀석_1971년 09월 14일,투수(우투우타),0cm,0kg,0,0
3813,91106,오희주_1968년 07월 02일,투수(우투우타),0cm,0kg,0,0
3814,91112,김재덕_1973년 05월 01일,외야수(좌투좌타),0cm,0kg,0,0
3815,91113,양회열_1971년 09월 09일,내야수(우투우타),0cm,0kg,0,0
3816,91114,이종택_1968년 03월 26일,외야수(좌투좌타),0cm,0kg,0,0
3817,91119,이석구_1968년 11월 20일,투수(좌투좌타),0cm,0kg,0,0
3818,91138,오종우_1969년 02월 07일,투수(우투우타),0cm,0kg,0,0
3819,91145,문기영_1900년 01월 01일,내야수(),0cm,0kg,0,0
3820,91151,김기덕_1968년 07월 02일,투수(우투우타),0cm,0kg,0,0
3821,91153,김태형_1972년 04월 25일,투수(좌투좌타),0cm,0kg,0,91롯데
3822,91160,김성식_1975년 05월 23일,투수(우투우타),0cm,0kg,0,0
3823,91168,이승배_1968년 08월 15일,투수(우투우타),0cm,0kg,0,0
3824,91201,권영일_1968년 01월 16일,투수(우투우타),0cm,0kg,0,0
3825,91202,김익재_1968년 07월 23일,투수(좌투좌타),183cm,80kg,0,0
3826,91206,강병규_1972년 05월 20일,투수(우투우타),185cm,75kg,0,0
3827,91210,이종민_1972년 12월 25일,내야수(우투우타),175cm,75kg,0,0
3828,91211,김인철_1974년 08월 12일,내야수(우투우타),0cm,0kg,0,0
3829,91212,박천유_1968년 12월 22일,외야수(우투우타),0cm,0kg,0,0
3830,91213,최영술_1972년 10월 28일,외야수(좌투좌타),0cm,0kg,0,0
3831,91314,전일수_1968년 07월 02일,투수(우투우타),0cm,0kg,0,0
3832,91323,김홍기_1968년 10월 03일,외야수(우투우타),0cm,0kg,0,0
3833,91326,정영진_1965년 11월 22일,외야수(우투우타),0cm,0kg,0,0
3834,91328,이용호_1967년 08월 28일,투수(우투우타),0cm,0kg,0,0
3835,91333,주경업_1968년 09월 02일,외야수(우투우타),0cm,0kg,0,0
3836,91340,신상윤_1972년 03월 22일,투수(좌투좌타),0cm,0kg,0,0
3837,91344,이근엽_1972년 01월 21일,(우투우타),190cm,86kg,0,91태평양
3838,91350,염경엽_1968년 03월 01일,(우투우타),178cm,65kg,0,91태평양
3839,91351,백성진_1968년 04월 09일,내야수(우투우타),0cm,0kg,0,0
3840,91355,정문언_1962년 08월 13일,외야수(우투우타),0cm,0kg,0,0
3841,91402,이우수_1972년 04월 20일,내야수(우투우타),183cm,75kg,0,0
3842,91403,박일현_1968년 03월 20일,외야수(우투우타),0cm,0kg,0,0
3843,91409,윤용하_1968년 06월 07일,외야수(좌투좌타),0cm,0kg,0,0
3844,91416,이영재_1968년 09월 02일,포수(우투우타),0cm,0kg,0,0
3845,91444,최홍석_1960년 03월 28일,외야수(우투우타),0cm,0kg,0,0
3846,91448,손영철_1972년 12월 27일,투수(우투우타),0cm,0kg,0,0
3847,91449,최형현_1972년 03월 28일,포수(우투우타),180cm,77kg,0,0
3848,91465,전상렬_1972년 06월 12일,(좌투좌타),174cm,77kg,0,91삼성
3849,91466,허삼영_1972년 06월 08일,(우투우타),183cm,79kg,0,91삼성
3850,91470,신동주_1972년 12월 14일,(우투우타),183cm,83kg,0,92삼성
3851,91471,이상범_1972년 02월 03일,투수(우투우타),0cm,0kg,0,0
3852,91511,전준호_1969년 02월 15일,(좌투좌타),180cm,72kg,0,91롯데
3853,91514,박정태_1969년 01월 27일,(우투우타),174cm,73kg,0,07롯데코치
3854,91523,김민재_1973년 01월 03일,(우투우타),181cm,84kg,0,91롯데
3855,91536,김태석_1967년 03월 12일,(우투우타),190cm,98kg,0,91롯데
3856,91542,박정훈_1988년 10월 03일,포수(우투우타),cm,kg,0,0
3857,91545,전호근_1969년 05월 02일,포수(우투우타),0cm,0kg,0,0
3858,91556,김효용_1972년 05월 10일,외야수(우투우타),0cm,0kg,0,0
3859,91558,강현철_1968년 02월 15일,외야수(우투우타),0cm,0kg,0,0
3860,91608,박재용_1969년 06월 16일,(좌투좌타),177cm,87kg,0,94해태
3861,91624,최희창_1975년 06월 13일,내야수(우투우타),0cm,0kg,0,0
3862,91699,김우현_1967년 10월 13일,외야수(우투우타),0cm,0kg,0,0
3863,91708,김석연_1968년 08월 16일,(우투우타),177cm,86kg,0,91빙그레
3864,91719,김기열_1968년 11월 23일,투수(좌투좌타),0cm,0kg,0,0
3865,91729,김인권_1968년 12월 28일,투수(우투우타),0cm,0kg,0,0
3866,91734,양용모_1967년 12월 20일,(우투우타),180cm,85kg,0,91빙그레
3867,91739,임주택_1968년 09월 25일,외야수(우투우타),180cm,81kg,0,0
3868,91750,김원근_1968년 04월 07일,내야수(우투우타),0cm,0kg,0,0
3869,91752,임성우_1968년 06월 02일,외야수(좌투좌타),0cm,0kg,0,0
3870,91763,임규대_1972년 11월 02일,투수(우투우타),0cm,0kg,0,0
3871,91764,김일훈_1973년 02월 28일,내야수(우투우타),0cm,0kg,0,0
3872,91772,공용우_1972년 08월 12일,투수(우투우타),0cm,0kg,0,0
3873,91776,장진성_1972년 10월 20일,내야수(우투우타),0cm,0kg,0,0
3874,91778,박상현_1972년 08월 18일,외야수(우투우타),0cm,0kg,0,0
3875,91803,김기태_1969년 05월 23일,(좌투좌타),180cm,85kg,0,91쌍방울
3876,91806,정학원_1968년 08월 03일,내야수(우투우타),0cm,0kg,0,0
3877,91809,송인호_1968년 12월 27일,내야수(우투우타),0cm,0kg,0,0
3878,91818,조규제_1967년 10월 07일,(좌투좌타),173cm,72kg,0,91쌍방울
3879,91819,권영진_1968년 03월 15일,투수(우투우타),0cm,0kg,0,0
3880,91821,강길용_1968년 10월 14일,투수(우투우타),175cm,68kg,0,0
3881,91823,김상재_1968년 04월 24일,내야수(우투우타),0cm,0kg,0,0
3882,91831,박성기_1969년 01월 20일,(좌투좌타),174cm,80kg,0,91쌍방울
3883,91833,김기덕_1968년 06월 04일,투수(우언우타),176cm,80kg,0,0
3884,91835,박기택_1968년 11월 10일,외야수(우투우타),0cm,0kg,0,0
3885,91838,김경수_1967년 04월 09일,내야수(우투우타),0cm,0kg,0,0
3886,91848,김원형_1972년 07월 05일,(우투우타),177cm,75kg,0,91쌍방울
3887,91868,노춘섭_1968년 08월 05일,투수(우투우타),0cm,0kg,0,0
3888,91870,강남규_1968년 08월 04일,외야수(좌투좌타),0cm,0kg,0,0
3889,91871,최준호_1966년 10월 20일,외야수(좌투좌타),0cm,0kg,0,89MBC
3890,91872,고승훈_1969년 01월 21일,외야수(우투우타),0cm,0kg,0,0
3891,91875,김정수_1972년 11월 16일,내야수(우투우타),0cm,0kg,0,0
3892,91876,유성기_1972년 10월 09일,내야수(우투우타),0cm,0kg,0,0
3893,91879,김형태_1969년 09월 07일,내야수(우투우타),0cm,0kg,0,0
3894,91884,김동수_1968년 08월 04일,투수(좌투좌타),cm,kg,0,0
3895,91899,박진석_1968년 01월 08일,투수(우투우타),179cm,80kg,0,0
3896,91960,임채섭_1963년 12월 25일,내야수(우투우타),0cm,0kg,0,0
3897,92201,조중석_1972년 03월 02일,투수(우투우타),0cm,0kg,0,0
3898,92202,권명철_1969년 10월 28일,(우투우타),183cm,90kg,0,92OB
3899,92204,조경택_1970년 11월 25일,(우투우타),183cm,94kg,0,92OB
3900,92206,이전진_1972년 11월 14일,내야수(우투우타),0cm,0kg,0,0
3901,92207,안경현_1970년 02월 13일,내야수(우투우타),182cm,82kg,0,99두산
3902,92209,소상영_1973년 10월 29일,내야수(우투우타),0cm,0kg,0,0
3903,92210,김정규_1973년 08월 27일,내야수(우투우타),183cm,80kg,0,0
3904,92211,장원진_1969년 06월 15일,(우투양타),188cm,97kg,0,92OB
3905,92220,이상현_1969년 07월 15일,투수(좌투좌타),0cm,0kg,0,0
3906,92271,노석기_1971년 08월 04일,투수(좌투좌타),0cm,0kg,0,0
3907,92301,정민태_1970년 03월 01일,(우투우타),183cm,90kg,0,92태평양
3908,92302,안병원_1973년 10월 03일,(우투우타),185cm,97kg,0,92태평양
3909,92303,장광호_1967년 04월 14일,(우투우타),182cm,85kg,0,92태평양
3910,92304,이재주_1973년 12월 25일,내야수(우투우타),188cm,100kg,0,0
3911,92306,황윤성_1974년 03월 14일,내야수(좌투좌타),185cm,88kg,0,0
3912,92307,유영환_1969년 02월 15일,내야수(우투우타),0cm,0kg,0,0
3913,92308,이경호_1973년 09월 07일,투수(우투우타),0cm,0kg,0,0
3914,92309,서정민_1969년 10월 10일,외야수(우투우타),0cm,0kg,0,0
3915,92310,장덕영_1968년 06월 03일,외야수(우투우타),0cm,0kg,0,0
3916,92311,오상욱_1972년 10월 06일,외야수(우투우타),0cm,0kg,0,0
3917,92313,김흥만_1972년 06월 10일,투수(우투우타),0cm,0kg,0,0
3918,92401,김태한_1969년 10월 22일,(좌투좌타),181cm,87kg,0,92삼성
3919,92402,박철수_1969년 11월 16일,투수(우투우타),0cm,0kg,0,0
3920,92403,오봉옥_1968년 07월 08일,투수(우투우타),182cm,96kg,0,0
3921,92404,곽채진_1973년 03월 01일,투수(우투우타),188cm,94kg,0,0
3922,92405,김정민_1969년 05월 24일,포수(우투우타),0cm,0kg,0,0
3923,92406,박철희_1968년 02월 15일,내야수(우투우타),0cm,0kg,0,0
3924,92407,김태룡_1968년 02월 23일,(우투우타),175cm,75kg,0,92삼성
3925,92408,전종진_1972년 08월 06일,내야수(우투우타),0cm,0kg,0,0
3926,92409,한기철_1969년 06월 20일,외야수(우투우타),0cm,0kg,0,0
3927,92410,박광율_1970년 02월 27일,외야수(우투우타),0cm,0kg,0,0
3928,92411,동봉철_1970년 01월 02일,(좌투좌타),180cm,85kg,0,92삼성
3929,92412,강두곤_1969년 04월 29일,내야수(우투우타),0cm,0kg,0,0
3930,92501,가득염_1969년 10월 01일,(좌투좌타),184cm,81kg,0,92롯데
3931,92502,김상현_1968년 04월 28일,투수(우투우타),0cm,0kg,0,0
3932,92503,이요섭_1969년 05월 02일,투수(우투우타),0cm,0kg,0,0
3933,92504,배숙현_1969년 03월 30일,투수(우투우타),0cm,0kg,0,0
3934,92506,윤형배_1969년 04월 20일,(우투우타),181cm,87kg,0,97쌍방울
3935,92508,염종석_1973년 03월 20일,(우투우타),192cm,100kg,0,92롯데
3936,92509,강성우_1970년 01월 05일,(우투우타),173cm,80kg,0,92롯데
3937,92510,박계원_1970년 02월 04일,(우투우타),186cm,85kg,0,92롯데
3938,92511,김미호_1967년 10월 07일,내야수(우투우타),0cm,0kg,0,0
3939,92512,박지환_1969년 10월 20일,내야수(우투우타),0cm,0kg,0,0
3940,92514,이태환_1974년 03월 09일,내야수(우투우타),0cm,0kg,0,0
3941,92515,김행희_1966년 12월 12일,내야수(좌투좌타),0cm,0kg,0,0
3942,92517,곽재성_1973년 07월 24일,투수(우투우타),191cm,98kg,0,0
3943,92601,양승철_1973년 04월 04일,투수(우투우타),0cm,0kg,0,0
3944,92602,김봉영_1973년 02월 25일,투수(우투우타),185cm,85kg,0,0
3945,92607,김병조_1969년 05월 02일,외야수(우투우타),0cm,0kg,0,0
3946,92608,김태동_1970년 12월 12일,외야수(우투우타),0cm,0kg,0,0
3947,92609,구한성_1970년 01월 07일,내야수(우투우타),0cm,0kg,0,0
3948,92610,신경호_1972년 03월 07일,외야수(우투우타),0cm,0kg,0,0
3949,92612,박재벌_1968년 09월 17일,외야수(좌투좌타),0cm,0kg,0,0
3950,92701,지연규_1969년 08월 15일,(우투우타),185cm,84kg,0,92빙그레
3951,92702,김재성_1969년 05월 27일,투수(우투우타),0cm,0kg,0,0
3952,92704,정민철_1972년 03월 28일,(우투우타),187cm,81kg,0,92빙그레
3953,92707,서석기_1970년 01월 10일,포수(우투우타),177cm,79kg,0,0
3954,92708,김홍집_1969년 09월 16일,포수(우투우타),0cm,0kg,0,0
3955,92711,김일혁_1970년 01월 26일,외야수(우투우타),0cm,0kg,0,0
3956,92712,신일호_1969년 08월 12일,내야수(우투우타),0cm,0kg,0,0
3957,92801,방극천_1969년 03월 19일,투수(우투우타),0cm,0kg,0,0
3958,92802,임창식_1969년 03월 07일,투수(우투우타),182cm,85kg,0,0
3959,92803,신현대_1969년 01월 29일,투수(우투우타),0cm,0kg,0,0
3960,92806,황태호_1967년 04월 11일,투수(우투우타),0cm,0kg,0,0
3961,92809,박경완_1972년 07월 11일,(우투우타),178cm,76kg,0,91쌍방울
3962,92812,유태영_1969년 12월 12일,내야수(우투우타),0cm,0kg,0,0
3963,92815,강효섭_1973년 11월 16일,내야수(우투우타),0cm,0kg,0,0
3964,92816,이상대_1967년 01월 18일,외야수(좌투좌타),0cm,0kg,0,0
3965,92817,우효동_1970년 02월 09일,외야수(우투우타),0cm,0kg,0,0
3966,92818,유영원_1969년 09월 05일,내야수(우투우타),0cm,0kg,0,0
3967,92901,차명석_1969년 04월 20일,(우투우타),183cm,92kg,0,92LG
3968,92904,김상모_1969년 12월 19일,포수(우투우타),0cm,0kg,0,0
3969,92905,김정준_1970년 02월 11일,(우투우타),181cm,84kg,0,92LG
3970,92906,박종호_1973년 07월 27일,(우투양타),176cm,83kg,0,92LG
3971,92907,조병일_1967년 12월 09일,외야수(우투우타),0cm,0kg,0,0
3972,92913,노종우_1969년 08월 29일,투수(우투우타),0cm,0kg,0,0
3973,92914,김유진_1969년 06월 25일,투수(우투우타),184cm,85kg,0,0
3974,92915,민원기_1969년 07월 05일,투수(좌투좌타),0cm,0kg,0,0
3975,93112,김정민_1970년 03월 15일,(우투우타),184cm,83kg,0,93LG
3976,93121,강봉수_1971년 12월 09일,투수(좌투좌타),0cm,0kg,0,0
3977,93122,당신상_1970년 10월 15일,포수(우투우타),0cm,0kg,0,0
3978,93125,박재호_1971년 02월 01일,외야수(우투우타),0cm,0kg,0,0
3979,93136,김경하_1970년 10월 10일,외야수(우투우타),0cm,0kg,0,0
3980,93147,이상훈_1971년 03월 11일,(좌투좌타),180cm,90kg,0,93LG
3981,93150,최규하_1970년 10월 10일,내야수(우투우타),0cm,0kg,0,0
3982,93154,김태민_1971년 10월 09일,외야수(우투우타),0cm,0kg,0,0
3983,93155,김혁섭_1974년 05월 05일,투수(우투우타),181cm,80kg,0,0
3984,93156,조한철_1970년 08월 17일,투수(우투우타),0cm,0kg,0,0
3985,93166,최승민_1974년 03월 21일,투수(우투우타),185cm,83kg,0,0
3986,93201,황일권_1969년 06월 09일,내야수(우투우타),0cm,0kg,0,0
3987,93217,박상근_1970년 07월 05일,투수(우투우타),183cm,83kg,0,0
