,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
68901,이인혁,0,1999년 01월 03일,외야수(좌투좌타),183cm/89kg,불암초(노원리틀)-상명중-덕수고,,,18 NC 2차 10라운드 99순위,18NC
68902,신민혁,53,1999년 02월 04일,투수(우투우타),184cm/95kg,염강초(강서리틀)-매향중-야탑고,6000만원,2700만원,18 NC 2차 5라운드 49순위,20NC
68904,오영수,39,2000년 01월 30일,내야수(우투좌타),178cm/93kg,사파초-신월중-용마고-NC-상무,10000만원,2900만원,18 NC 2차 2라운드 19순위,18NC
68905,이도현,21,1995년 04월 11일,투수(우투우타),184cm/90kg,도곡초-영동중-구리인창고-인하대-NC-상무,,2700만원,18 NC 육성선수,19상무
68906,김철호,4,1998년 02월 06일,내야수(우투좌타),182cm/87kg,서화초-재능중-율곡고,8000만원,3000만원,18 NC 2차 3라운드 29순위,18NC
68907,김경년,85,1995년 04월 28일,투수(좌투좌타),178cm/84kg,도산초-대신중-부경고-동아대,,,18 NC 육성선수,
68908,김재균,15,1999년 01월 17일,투수(좌투좌타),176cm/83kg,사당초-언북중-충암고-상무,7000만원,2900만원,18 NC 2차 4라운드 39순위,18NC
68909,최보성,9,1998년 10월 16일,내야수(우투우타),181cm/88kg,(진해리틀)-외포중-개성고,,,18 NC 2차 7라운드 69순위,18NC
68910,이승헌,54,1995년 12월 20일,투수(좌투좌타),180cm/93kg,성동초-잠신중-신일고-고려대,3000만원,2700만원,18 NC 2차 9라운드 89순위,20NC
68911,노병훈,78,1995년 01월 17일,포수(우투우타),172cm/90kg,효제초-충암중-강릉고-건국대,,,18 NC 육성선수,
68912,김형준,22,1999년 11월 02일,포수(우투우타),187cm/98kg,가동초-세광중-세광고,15000만원,5000만원,18 NC 2차 1라운드 9순위,18NC
68913,이국필,71,1994년 12월 06일,외야수(우투좌타),173cm/68kg,산성초-공주중-공주고-중앙대,,,18 NC 육성선수,
68928,김시훈,66,1999년 02월 24일,투수(우투우타),188cm/95kg,양덕초-마산동중-마산고,,,18 NC 1차,18NC
68948,왕웨이중,48,1992년 04월 25일,투수(좌투좌타),188cm/83kg,대만 Hua De(고),,,18 NC 자유선발,18NC
68953,베렛,53,1990년 06월 19일,투수(우투우타),188cm/86kg,미국 Baylor(대),,,18 NC 자유선발,18NC
68968,공수빈,68,1994년 04월 05일,투수(우투우타),180cm/85kg,동천초-김해내동중-김해고-경성대,,,18 NC 2차 6라운드 59순위,18NC
69001,고정환,95,1985년 01월 07일,(),175cm/78kg,천마초-가좌중-선연천고-순천향대,,,,19KT코치
69002,이상섭,,1981년 09월 30일,(),177cm/88kg,구성초-기흥중-수지고-단국대,,,,19KT코치
69003,이진호,,1984년 03월 26일,(),187cm/78kg,대구북동초-현풍중-현풍고-경희대,,,,19KT코치
69004,홍주성,,1987년 12월 10일,(),173cm/73kg,성내초-성내중-동북고-수원대,,,,19KT코치
69005,노무라,55,,내야수(),cm/kg,,,,,
69013,와타나베,132,,포수(),cm/kg,,,,,
69022,니시다,22,,내야수(),cm/kg,,,,,
69026,요시즈미,26,,투수(),cm/kg,,,,,
69027,스나가와,127,,내야수(),cm/kg,,,,,
69030,카사하라,130,,투수(),cm/kg,,,,,
69032,쿠에바스,32,1990년 10월 14일,투수(우투양타),188cm/98kg,베네수엘라 Universidad De Carabobo(대),300000달러,600000달러,19 KT 자유선발,19KT
69033,오카모토,133,,투수(),cm/kg,,,,,
69034,마스다,33,,내야수(),cm/kg,,,,,
69035,이정훈,35,2000년 09월 08일,투수(좌투좌타),183cm/80kg,부산수영초(해운대리틀)-센텀중-경남고,10000만원,2700만원,19 KT 2차 2라운드 11순위,19KT
69038,시게타,138,,투수(),cm/kg,,,,,
69039,히구라시,139,,외야수(),cm/kg,,,,,
69040,와타나베,140,,투수(),cm/kg,,,,,
69041,손동현,41,2001년 01월 23일,투수(우투좌타),183cm/88kg,염창초(강서리틀)-덕수중-성남고,9000만원,4500만원,19 KT 2차 3라운드 21순위,19KT
69042,나카무라,142,,외야수(),cm/kg,,,,,
69045,알칸타라,43,1992년 12월 04일,투수(우투우타),193cm/100kg,도미니카 Liceo secundario Emma Balaguer(고)-KT,200000달러,450000달러,19 KT 자유선발,19KT
69047,전용주,116,2000년 02월 12일,투수(좌투좌타),188cm/87kg,양진초(안성시리틀)-성일중-안산공고,20000만원,2800만원,19 KT 1차,19KT
69050,반도,50,,투수(),cm/kg,,,,,
69051,우에바야시,51,,외야수(),cm/kg,,,,,
69054,이상동,15,1995년 11월 24일,투수(우투우타),181cm/88kg,대구옥산초-경복중-경북고-영남대,8000만원,2900만원,19 KT 2차 4라운드 31순위,19KT
69055,고성민,,1996년 07월 10일,포수(우투우타),180cm/88kg,금샘초(사상리틀)-사직중-부산고-경성대-KT-상무,5000만원,2700만원,19 KT 2차 8라운드 71순위,19KT
69056,박민석,56,2000년 04월 13일,내야수(우투우타),180cm/77kg,성동초-덕수중-장충고,7000만원,2900만원,19 KT 2차 5라운드 41순위,19KT
69059,미즈타니,59,,외야수(),cm/kg,,,,,
69064,강민성,64,1999년 12월 08일,내야수(우투우타),180cm/85kg,대구옥산초-경상중-경북고,6000만원,2800만원,19 KT 2차 6라운드 51순위,
69068,이선우,67,2000년 09월 19일,투수(우투우타),186cm/90kg,수진초-매송중-유신고,5000만원,2900만원,19 KT 2차 7라운드 61순위,19KT
69089,게레로,89,1966년 04월 06일,(),180cm/83kg,도미니카 Arroyo Hondo(고),,,,19KT코치
69093,지강혁,93,2000년 08월 14일,내야수(우투좌타),181cm/80kg,광주서석초-광주동성중-광주동성고,4000만원,2700만원,19 KT 2차 10라운드 91순위,
69096,박준호,96,2000년 01월 19일,투수(좌투좌타),183cm/80kg,남부민초-사직중-제주고,4000만원,2700만원,19 KT 2차 9라운드 81순위,
69098,김성훈,98,1996년 02월 25일,투수(우투우타),181cm/82kg,문화초(고양시리틀)-양천중-경동고-원광대,,2900만원,19 KT 육성선수,20KT
69100,구본혁,25,1997년 01월 11일,내야수(우투우타),177cm/75kg,중대초-잠신중-장충고-동국대,5000만원,4000만원,19 LG 2차 6라운드 55순위,19LG
69102,문보경,102,2000년 07월 19일,내야수(우투좌타),182cm/89kg,송중초(동대문구리틀)-덕수중-신일고,8000만원,2700만원,19 LG 2차 3라운드 25순위,
69103,켈리,3,1989년 10월 04일,투수(우투우타),191cm/98kg,미국 Sarasota(고),300000달러,900000달러,19 LG 자유선발,19LG
69104,남호,104,2000년 07월 20일,투수(좌투좌타),185cm/86kg,연천초-수원북중-유신고,6000만원,2700만원,19 LG 2차 5라운드 45순위,
69105,김성진,65,2000년 03월 17일,포수(우투우타),183cm/100kg,수원신곡초-매향중-야탑고,5000만원,2700만원,19 LG 2차 7라운드 65순위,20LG
69108,이지강,108,1999년 07월 02일,투수(우투우타),183cm/85kg,수원선일초-수원북중-소래고,,,19 LG 2차 9라운드 85순위,
69111,한선태,40,1994년 06월 14일,투수(우언우타),183cm/79kg,부천양지초-부천동중-부천공고,3000만원,3200만원,19 LG 2차 10라운드 95순위,19LG
69113,임준형,113,2000년 11월 16일,투수(좌투좌타),180cm/82kg,광주서석초-진흥중-진흥고,4000만원,2700만원,19 LG 2차 8라운드 75순위,
69134,이정용,28,1996년 03월 26일,투수(우투우타),186cm/85kg,영일초-성남중-성남고-동아대,20000만원,2700만원,19 LG 1차,19LG
69150,조셉,,1991년 07월 16일,내야수(우투우타),185cm/115kg,미국 Horizon(고),,,19 LG 자유선발,19LG
69158,강정현,13,1995년 09월 23일,투수(우투우타),177cm/90kg,남부민초-대신중-부경고-원광대-LG-상무,7000만원,2700만원,19 LG 2차 4라운드 35순위,19LG
69159,정우영,59,1999년 08월 19일,투수(우언우타),193cm/85kg,가평초-강남중-서울고,10000만원,8000만원,19 LG 2차 2라운드 15순위,19LG
69165,페게로,65,1987년 02월 22일,내야수(좌투좌타),195cm/117kg,,,,19 LG 자유선발,19LG
69168,이상영,30,2000년 12월 03일,투수(좌투좌타),193cm/88kg,부산수영초-개성중-부산고,15000만원,3000만원,19 LG 2차 1라운드 5순위,19LG
69195,이권엽,91,1983년 03월 02일,(),171cm/80kg,송정동초-광주동성중-광주동성고-조선대,,,,19LG코치
69196,유현원,,1989년 11월 17일,(),165cm/70kg,남평초-정선중-정선고-강원대,,,,19LG코치
69197,안용완,,1975년 05월 15일,(),180cm/97kg,신동초-서울경원중-동대문상고-경희대,,,,19LG코치
69198,박종곤,98,1979년 08월 20일,(),167cm/70kg,부양초-구리중-구리고-명지대,,,,19LG코치
69199,김종욱,85,1989년 10월 12일,(),177cm/88kg,을지초-상계중-청원고-한국체대,,,,19LG코치
69203,송승환,8,2000년 10월 28일,내야수(우투우타),183cm/93kg,신기초(금천구리틀)-양천중-서울고,10000만원,2800만원,19 두산 2차 2라운드 19순위,19두산
69204,전창민,0,2000년 06월 09일,투수(우투우타),185cm/80kg,도신초-충암중-부천고,14000만원,2700만원,19 두산 2차 1라운드 9순위,19두산
69205,이교훈,46,2000년 05월 29일,투수(좌투좌타),181cm/83kg,구리초(남양주리틀)-청원중-서울고,8000만원,2700만원,19 두산 2차 3라운드 29순위,19두산
69206,이민혁,104,1998년 04월 13일,투수(우투우타),185cm/94kg,부천초(부천원미리틀)-서울신월중-장충고-인천재능대,7000만원,2700만원,19 두산 2차 4라운드 39순위,19두산
69207,김태근,,1996년 08월 10일,외야수(우투우타),175cm/74kg,광진초(광진구리틀)-건대부중-배명고-건국대-두산-상무,6000만원,2800만원,19 두산 2차 5라운드 49순위,19두산
69208,정현욱,2,1999년 10월 27일,투수(우투좌타),179cm/78kg,서흥초-율곡중-율곡고,5000만원,2700만원,19 두산 2차 6라운드 59순위,20두산
69209,페르난데스,9,1988년 04월 27일,내야수(우투좌타),178cm/83kg,쿠바,50000달러,400000달러,19 두산 자유선발,19두산
69210,김문수,33,1997년 08월 10일,내야수(우투우타),185cm/95kg,어방초(김해엔젤스리틀)-대신중-대구고-강릉영동대,4000만원,2700만원,19 두산 2차 8라운드 79순위,
69211,전형근,92,2000년 05월 17일,투수(우투우타),183cm/80kg,가동초-휘문중-휘문고,3000만원,2700만원,19 두산 2차 9라운드 89순위,
69212,추종민,64,2000년 10월 27일,투수(우투우타),185cm/80kg,백양초(고양덕양리틀)-군산남중-군산상고,3000만원,2700만원,19 두산 2차 10라운드 99순위,
69213,윤산흠,30,1999년 05월 15일,투수(우투우타),177cm/68kg,광주화정초-진흥중-영선고,,2700만원,19 두산 육성선수,
69214,최지원,97,1998년 04월 29일,외야수(우투우타),180cm/104kg,권선초(수원권선구리틀)-수원북중-유신고-인천재능대,,2700만원,19 두산 육성선수,
69219,최현준,109,1999년 10월 16일,투수(우투우타),190cm/98kg,남부민초-개성중-광명공고,,,19 두산 2차 7라운드 69순위,
69238,김대한,38,2000년 12월 06일,외야수(우투우타),185cm/83kg,숭인초(강북구리틀)-덕수중-휘문고,35000만원,2800만원,19 두산 1차,19두산
69305,정현민,5,1999년 09월 14일,내야수(우투우타),175cm/90kg,수원탑동초(수원권선구리틀)-대원중-율곡고,3000만원,2700만원,19 넥센 2차 9라운드 84순위,
69306,김주형,6,1996년 03월 05일,내야수(우투우타),176cm/80kg,양정초-경남중-경남고-홍익대,2000만원,2700만원,19 넥센 2차 10라운드 94순위,19키움
69328,박주성,42,2000년 11월 09일,투수(우투우타),181cm/95kg,경동초(성동구리틀)-건대부중-경기고,15000만원,2700만원,19 넥센 1차,19키움
69332,주성원,32,2000년 08월 30일,포수(우투우타),180cm/98kg,부산대연초(남구리틀)-신정중-개성고,8000만원,2700만원,19 넥센 2차 3라운드 24순위,19키움
69343,요키시,43,1989년 07월 29일,투수(좌투우타),188cm/93kg,미국 Northwestern(대),,550000달러,19 키움 자유선발,19키움
69360,조영건,61,1999년 02월 04일,투수(우투우타),180cm/85kg,대전신흥초-충남중-백송고,10000만원,2700만원,19 넥센 2차 2라운드 14순위,19키움
69363,박준형,63,1999년 03월 07일,포수(우투우타),177cm/89kg,화순초-무등중-광주제일고,5000만원,2700만원,19 넥센 2차 6라운드 54순위,
69366,이명기,66,2000년 01월 03일,내야수(우투우타),186cm/103kg,광주대성초-충장중-광주동성고,6000만원,2700만원,19 넥센 2차 5라운드 44순위,
69367,김인범,67,2000년 01월 12일,투수(우투우타),187cm/97kg,하남동부초(하남시리틀)-전라중-전주고,7000만원,2700만원,19 넥센 2차 4라운드 34순위,
69387,이건우,87,1985년 02월 28일,(우투우타),178cm/70kg,상동초-상도중-상원고-순천향대,,,,19키움코치
69391,조범준,91,1997년 09월 18일,투수(우투우타),178cm/85kg,동막초-동산중-동산고-인천재능대,4000만원,2700만원,19 넥센 2차 7라운드 64순위,
69393,김신회,68,1999년 07월 14일,외야수(좌투좌타),177cm/75kg,둔촌초-배재중-제물포고,3000만원,2700만원,19 넥센 2차 8라운드 74순위,19키움
69394,김준연,40,1995년 11월 02일,내야수(우투우타),179cm/90kg,양덕초-마산동중-용마고-동아대,,2700만원,19 넥센 육성선수,
69399,윤정현,99,1993년 05월 17일,투수(좌투좌타),187cm/110kg,서원초-세광중-세광고,,2700만원,19 넥센 2차 1라운드 4순위,13볼티모어
69403,양우현,31,2000년 04월 13일,내야수(우투좌타),175cm/82kg,남정초-충암중-충암고,8000만원,2700만원,19 삼성 2차 3라운드 22순위,19삼성
69404,김준우,104,1999년 05월 31일,투수(우투우타),185cm/92kg,칠성초-대구중-경북고,5000만원,2700만원,19 삼성 2차 6라운드 52순위,
69405,윌리엄슨,35,1990년 07월 15일,외야수(우투우타),193cm/107kg,미국 Wake Forest(대),,,19 삼성 자유선발,19삼성
69408,서장민,108,2000년 11월 17일,투수(우투우타),182cm/93kg,내당초-수원북중-강릉고,5000만원,2800만원,19 삼성 2차 7라운드 62순위,
69413,맥과이어,,1989년 06월 23일,투수(우투우타),198cm/100kg,미국 Georgia Tech(대),,,19 삼성 자유선발,19삼성
69416,이해승,116,2000년 08월 01일,내야수(우투우타),180cm/86kg,인천서림초-신흥중-인천고,4000만원,2700만원,19 삼성 2차 8라운드 72순위,
69418,박승규,65,2000년 09월 02일,외야수(우투우타),178cm/78kg,일산초-덕수중-경기고,3000만원,3200만원,19 삼성 2차 9라운드 82순위,19삼성
69420,김연준,120,1999년 06월 11일,투수(우투우타),187cm/93kg,사당초-선진중-장충고,,,19 삼성 2차 10라운드 92순위,
69428,이병헌,28,1999년 10월 26일,포수(우투우타),180cm/87kg,인천숭의초-신흥중-제물포고,,,19 삼성 2차 4라운드 32순위,19삼성
69430,오상민,30,2000년 03월 29일,투수(좌투좌타),183cm/89kg,대구수창초-대구중-경북고,,,19 삼성 2차 5라운드 42순위,19삼성
69435,헤일리,,1991년 06월 16일,투수(우투우타),195cm/105kg,미국 CSU Fresno,,,19 삼성 자유선발,19삼성
69439,라이블리,39,1992년 03월 05일,투수(우투우타),193cm/86kg,미국 Central Florida(대),,500000달러,19 삼성 자유선발,19삼성
69442,김도환,42,2000년 04월 14일,포수(우투우타),178cm/90kg,언북초(의정부리틀)-영동중-신일고,11000만원,5000만원,19 삼성 2차 2라운드 12순위,19삼성
69446,원태인,46,2000년 04월 06일,투수(우투우타),183cm/92kg,율하초(중구리틀)-경복중-경북고,35000만원,8000만원,19 삼성 1차,19삼성
69453,이학주,53,1990년 11월 04일,내야수(우투좌타),187cm/87kg,하안북초-양천중-충암고,,9000만원,19 삼성 2차 1라운드 2순위,09시카고컵스
69500,김민수,100,1996년 06월 11일,외야수(우투우타),181cm/93kg,신등초-신월중-마산고-경성대,,,19 롯데 2차 9라운드 88순위,
69501,오영욱,101,2000년 08월 23일,투수(좌투좌타),186cm/85kg,역삼초-언북중-덕수고,,,19 롯데 2차 8라운드 78순위,
69502,박용욱,102,1999년 02월 03일,포수(우투우타),185cm/94kg,금교초(남양주리틀)-배명중-휘문고-강릉영동대,,,19 롯데 육성선수,
69507,박영완,67,2000년 07월 22일,투수(우투좌타),183cm/85kg,양덕초-마산동중-대구고,6000만원,2700만원,19 롯데 2차 5라운드 48순위,19롯데
69508,신용수,68,1996년 01월 05일,내야수(우투우타),178cm/78kg,무학초-마산중-마산고-동의대,3000만원,2900만원,19 롯데 2차 10라운드 98순위,19롯데
