,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
65123,윤경원,123,1992년 02월 07일,내야수(우투우타),178cm/78kg,성동초-잠신중-장충고-건국대,,,15 LG 육성선수,
65124,노병채,124,1994년 03월 16일,투수(우투우타),180cm/84kg,무학초-마산중-마산고-동강대,,,15 LG 육성선수,
65125,박지웅,125,1996년 04월 18일,내야수(우투우타),185cm/85kg,송정동초-진흥중-진흥고,,,15 LG 육성선수,
65132,김재성,12,1996년 10월 30일,포수(우투좌타),185cm/85kg,신광초-성남중-덕수고-LG-경찰,20000만원,3100만원,15 LG 1차,15LG
65136,박지규,66,1991년 10월 12일,내야수(우투좌타),183cm/80kg,공주중동초-경복중-대구상원고-성균관대-LG-상무,6000만원,4000만원,15 LG 2차 5라운드 50순위,15LG
65137,루카스,37,1985년 06월 03일,투수(우투양타),189cm/91kg,미국 오자크고-LG,,,15 LG 자유선발,15LG
65157,최민창,58,1996년 04월 16일,외야수(좌투좌타),179cm/76kg,강남초-선린중-신일고,,,15 LG 2차 2라운드 17순위,15LG
65160,조학진,115,1995년 06월 10일,투수(우투우타),185cm/73kg,상인천초-상인천중-인천고,,,15 LG 2차 6라운드 57순위,15LG
65203,루츠,3,1986년 06월 03일,내야수(우투우타),184cm/99kg,미국 알버니아대-두산,,,15 두산 자유선발,15두산
65204,박종욱,53,1996년 03월 01일,투수(우투우타),182cm/86kg,석교초-세광중-세광고-두산,,,15 두산 2차 5라운드 51순위,15두산
65206,박성민,107,1992년 11월 14일,투수(좌투좌타),172cm/80kg,성동초-배재중-휘문고-연세대,6000만원,2700만원,15 두산 2차 6라운드 56순위,15두산
65207,신민재,14,1996년 01월 21일,내야수(우투좌타),171cm/67kg,서흥초-동인천중-인천고,,5000만원,15 두산 육성선수,19LG
65208,박원빈,108,1996년 08월 13일,내야수(우투우타),181cm/90kg,역삼초-휘문중-신일고,,,15 두산 육성선수,
65209,사공엽,56,1992년 10월 29일,외야수(좌투좌타),181cm/83kg,둔촌초-덕수중-장충고-고려대,,,15 두산 2차 3라운드 31순위,15두산
65219,스와잭,19,1985년 09월 10일,투수(우투우타),193cm/105kg,미국 노바고-두산,,,15 두산 자유선발,15두산
65233,로메로,3,1986년 09월 24일,내야수(우투우타),188cm/102kg,도미니카 엘세이보고-두산,,,15 두산 자유선발,15두산
65241,채지선,41,1995년 07월 11일,투수(우투좌타),180cm/70kg,학강초-광주동성중-광주제일고,14000만원,2800만원,15 두산 2차 1라운드 8순위,15두산
65247,방건우,98,1996년 04월 09일,투수(우투우타),185cm/78kg,광주수창초-무등중-광주동성고,,,15 두산 2차 4라운드 36순위,
65259,고봉찬,59,1990년 09월 02일,외야수(우투우타),183cm/80kg,태안초-태안중-공주고-제주국제대,,,15 두산 2차 7라운드 71순위,
65264,남경호,112,1996년 04월 07일,투수(우투우타),185cm/85kg,방배초-대치중-서울고,20000만원,2700만원,15 두산 1차,15두산
65265,정인석,95,1992년 06월 01일,포수(우투우타),185cm/86kg,진북초-매송중-야탑고-연세대,,,15 두산 2차 9라운드 91순위,
65269,김민혁,,1996년 05월 03일,내야수(우투우타),188cm/100kg,광주대성초-광주동성중-광주동성고,,,15 두산 2차 2라운드 16순위,17두산
65293,정진철,5,1991년 12월 28일,내야수(우투좌타),177cm/78kg,영일초-매송중-야탑고-건국대,,,15 두산 2차 8라운드 76순위,15두산
65300,유대한,100,1987년 10월 26일,투수(우투우타),184cm/87kg,학강초-무등중-광주제일고,,,,
65301,이규섭,101,1992년 11월 01일,투수(우투좌타),181cm/80kg,이수초-이수중-덕수고-고려대,,,15 넥센 육성선수,
65302,백찬이,102,1992년 02월 20일,투수(우투우타),178cm/83kg,수영초-대천중-유신고-동국대,,,,
65303,문승환,103,1992년 03월 16일,내야수(우투우타),180cm/77kg,대일초-매송중-안산공고-호원대,,,,
65304,김은성,13,1993년 03월 07일,내야수(우투우타),179cm/83kg,금평초-자양중-전주고-원광대,,2900만원,15 넥센 육성선수,19키움
65305,김상현,96,1996년 04월 18일,내야수(우투좌타),175cm/78kg,수원신곡초-수원북중-휘문고-넥센,,,15 넥센 육성선수,
65306,이성진,106,1996년 11월 05일,내야수(우투우타),183cm/100kg,중대초-이수중-덕수고,,,15 넥센 육성선수,
65308,한승민,08,1991년 02월 27일,외야수(우투우타),182cm/100kg,석천초-대헌중-동산고-호원대,,,15 넥센 육성선수,
65309,강백산,09,1991년 08월 06일,외야수(좌투좌타),182cm/91kg,광주수창초-무등중-광주제일고-인하대,,,15 넥센 육성선수,
65314,허승혁,104,1991년 03월 19일,외야수(좌투좌타),177cm/90kg,신광초-성남중-성남고-홍익대,,,,
65320,최원태,20,1997년 01월 07일,투수(우투우타),184cm/93kg,인헌초(용산구리틀)-서울경원중-서울고-넥센,35000만원,37000만원,15 넥센 1차,15넥센
65331,피어밴드,32,1985년 08월 22일,투수(좌투좌타),190cm/102kg,미국 Midview(고)-넥센,,,15 넥센 자유선발,15넥센
65343,김택형,1,1996년 10월 10일,투수(좌투좌타),185cm/90kg,창영초-재능중-동산고-넥센,10000만원,3700만원,15 넥센 2차 2라운드 18순위,15넥센
65345,김해수,28,1996년 12월 13일,투수(우투우타),187cm/87kg,고명초-배재중-경기고,,,15 넥센 2차 1라운드 6순위,15넥센
65348,박주현,45,1996년 06월 19일,투수(우투우타),184cm/110kg,강남초-덕수중-장충고-넥센,9000만원,4000만원,15 넥센 2차 3라운드 29순위,15넥센
65357,송성문,7,1996년 08월 29일,내야수(우투좌타),182cm/95kg,봉천초(용산구리틀)-홍은중-장충고-넥센-키움-상무,8000만원,7500만원,15 넥센 2차 5라운드 49순위,15넥센
65362,송우현,53,1996년 12월 27일,외야수(좌투좌타),181cm/78kg,대전신흥초-온양중-북일고-넥센-경찰,7000만원,2700만원,15 넥센 2차 6라운드 58순위,15넥센
65368,정용준,68,1995년 06월 21일,투수(우투우타),181cm/80kg,율하초-경상중-대구상원고,,,15 넥센 2차 4라운드 38순위,15넥센
65390,미야모토,90,1952년 07월 26일,(우투우타),182cm/75kg,일본 후세공고-일본 도시샤대,,,,
65392,김정인,61,1996년 06월 03일,투수(우투우타),183cm/70kg,광주화정초-무등중-화순고-넥센-상무,6000만원,3200만원,15 넥센 2차 7라운드 69순위,15넥센
65393,임혜동,95,1996년 03월 07일,투수(우투우타),185cm/82kg,동오초(의정부리틀)-청량중-신일고,,,15 넥센 2차 8라운드 78순위,
65398,임규빈,47,1991년 09월 12일,투수(우투우타),184cm/101kg,천안남산초-태안중-북일고-동국대,3000만원,2700만원,15 넥센 2차 9라운드 89순위,19키움
65399,허정협,31,1990년 02월 17일,외야수(우투우타),184cm/92kg,부천북초-부천중-인천고-서울문화예술대-넥센,,3500만원,15 넥센 육성선수,15넥센
65401,김민석,101,1995년 07월 10일,외야수(우투우타),181cm/85kg,삼일초-중앙중-유신고,,,15 삼성 육성선수,
65403,권현규,103,1992년 04월 13일,외야수(우투좌타),182cm/80kg,칠성초-경복중-경북고-동아대,,,15 삼성 육성선수,
65405,윤영수,127,1992년 03월 11일,내야수(우투좌타),176cm/76kg,사당초-언북중-신일고-동국대,,,15 삼성 2차 8라운드 75순위,15삼성
65406,김영한,108,1996년 05월 22일,외야수(우투우타),181cm/88kg,영랑초-설악중-설악고,,,15 삼성 1차,
65411,김주온,57,1996년 12월 08일,투수(우투우타),184cm/82kg,대현초-구미중-울산공고,5000만원,2700만원,15 삼성 2차 7라운드 72순위,20SK
65412,권정웅,55,1992년 11월 15일,포수(우투우타),180cm/88kg,서울이수초-영동중-덕수고-한양대-삼성-상무,6000만원,4500만원,15 삼성 2차 6라운드 55순위,16삼성
65413,이상학,113,1992년 08월 05일,내야수(우투우타),181cm/84kg,남도초-경상중-경북고-계명대,,,15 삼성 육성선수,
65414,배진호,114,1992년 11월 23일,내야수(우투우타),175cm/80kg,본리초-경상중-상원고-고려대,,,15 삼성 2차 8라운드 75순위,
65416,허정수,116,1995년 08월 16일,내야수(우투우타),175cm/74kg,칠성초(삼성리틀)-대구중-경북고,,,15 삼성 육성선수,
65417,류현동,117,1991년 09월 18일,투수(좌투좌타),180cm/88kg,본리초-경상중-대구고-고려대,,,15 삼성 2차 9라운드 92순위,
65424,차희태,124,1992년 02월 24일,포수(우투우타),178cm/84kg,인천숭의초-동인천중-군산상고-동국대,,,15 삼성 육성선수,
65425,클로이드,25,1987년 05월 16일,투수(우투우타),191cm/95kg,미국 네브라스카 오마하대-삼성,,,15 삼성 자유선발,15삼성
65444,피가로,44,1984년 07월 07일,투수(우투우타),183cm/79kg,도미니카-삼성,,,15 삼성 자유선발,15삼성
65447,최민구,47,1992년 03월 17일,외야수(우투우타),178cm/75kg,칠성초-대구중-대구상원고-영남대,,,15 삼성 2차 5라운드 52순위,15삼성
65462,김기환,65,1995년 08월 25일,외야수(우투좌타),182cm/74kg,관산초-대송중-소래고-삼성,9000만원,2700만원,15 삼성 2차 3라운드 32순위,15삼성
65464,최정용,41,1996년 10월 24일,내야수(우투좌타),178cm/75kg,서원초-세광중-세광고-삼성-SK-KIA-상무,11000만원,3600만원,15 삼성 2차 2라운드 15순위,15삼성
65496,홍정우,61,1996년 03월 16일,투수(우투우타),182cm/85kg,도신초-강남중-충암고-경찰,8000만원,3000만원,15 삼성 2차 4라운드 35순위,16경찰
65500,김훈호,100,1995년 07월 13일,투수(우투우타),186cm/91kg,평일초-천안북중-공주고,,,15 롯데 2차 6라운드 59순위,15롯데
65501,이기표,101,1995년 12월 14일,내야수(우투좌타),178cm/85kg,영화초-수원북중-장안고,,,15 롯데 육성선수,
65502,오윤석,02,1996년 05월 28일,내야수(우투우타),181cm/88kg,교문초-구리인창중-유신고,,,15 롯데 육성선수,
65503,김지수,69,1996년 10월 29일,외야수(좌투좌타),178cm/78kg,소래초-평촌중-유신고-롯데,,2700만원,15 롯데 육성선수,16롯데
65505,박정현,63,1996년 05월 08일,내야수(우투우타),175cm/80kg,대구옥산초-경복중-북일고,,,15 롯데 육성선수,
65506,김재유,12,1992년 08월 07일,외야수(우투좌타),181cm/77kg,장산초-경남중-부경고-동의대-롯데-상무,,2900만원,15 롯데 육성선수,15롯데
65509,차재용,98,1996년 08월 20일,투수(좌투좌타),184cm/82kg,소래초-동산중-부천고-롯데,10000만원,2900만원,15 롯데 2차 2라운드 19순위,15롯데
65510,김선균,110,1992년 05월 31일,외야수(우투좌타),182cm/74kg,도신초-성남중-성남고-세한대,,,15 롯데 2차 8라운드 79순위,
65513,김대륙,46,1992년 04월 03일,내야수(우투우타),185cm/82kg,대해초-포철중-포철공고-동아대,6000만원,3800만원,15 롯데 2차 5라운드 48순위,15롯데
65514,강태율,0,1996년 11월 01일,포수(우투우타),180cm/88kg,부산수영초-대천중-부경고,15000만원,2700만원,15 롯데 1차,15롯데
65515,강로한,54,1992년 05월 13일,외야수(우투좌타),181cm/78kg,울산삼신초-경남중-부경고-경남대,4000만원,5300만원,15 롯데 2차 7라운드 68순위,15롯데
65516,배제성,19,1996년 09월 29일,투수(우투좌타),189cm/85kg,백마초-성남중-성남고-롯데,3000만원,11000만원,15 롯데 2차 9라운드 88순위,15롯데
65517,윤세곤,117,1991년 09월 12일,외야수(우투우타),183cm/95kg,석교초-세광중-원주고-동아대,,,15 롯데 육성선수,
65518,강동우,115,1991년 03월 19일,내야수(우투우타),181cm/95kg,화곡초-양천중-개성고-경희대,,,15 롯데 육성선수,
65519,오승우,119,1992년 06월 13일,포수(우투좌타),176cm/88kg,남부민초-대동중-경남고-경남대,,,15 롯데 육성선수,
65522,김호준,00,1995년 02월 27일,포수(우투좌타),177cm/81kg,고명초-청원중-청원고-(세계사이버대),,2700만원,15 롯데 육성선수,16롯데
65523,아두치,23,1985년 05월 15일,외야수(좌투좌타),188cm/95kg,미국 에버그린파크고,,,15 롯데 자유선발,15롯데
65543,린드블럼,34,1987년 06월 15일,투수(우투우타),195cm/105kg,미국 Harrison(고)-미국 Purdue(대)-롯데,,,15 롯데 자유선발,15롯데
65546,레일리,46,1988년 06월 29일,투수(좌투좌타),190cm/84kg,미국 Uvalde(고)-미국 Texas A&M(대),,,15 롯데 자유선발,15롯데
65548,석지형,109,1987년 03월 16일,투수(우투우타),186cm/98kg,하단초-대동중-일본 하야토모고,,,15 롯데 2차 4라운드 39순위,
65582,윤영진,82,1976년 08월 22일,(우투우타),160cm/72kg,대신초-대동중-혜광고-신라대,,,,
65583,이진오,83,1972년 05월 13일,(),172cm/95kg,반여초-동성중-부산고-동아대,,,,
65584,김종훈,,1977년 03월 12일,(),176cm/82kg,충렬초-안락중-충렬고-동의대,,,,15롯데코치
65586,전병우,62,1992년 10월 24일,내야수(우투우타),182cm/90kg,동삼초-경남중-개성고-동아대-롯데,9000만원,2900만원,15 롯데 2차 3라운드 28순위,18롯데
65589,손준영,108,1996년 05월 29일,투수(우투좌타),183cm/87kg,죽현초-동산중-동산고,,,15 롯데 2차 10라운드 99순위,
65591,안태경,28,1990년 05월 27일,투수(우투우타),191cm/98kg,부산수영초-대천중-부산고,,,15 롯데 2차 1라운드 5순위,08텍사스
65593,류호진,,1980년 10월 06일,(),170cm/80kg,만촌초-동원중-덕원고-김천대,,,,15롯데코치
65610,황대인,5,1996년 02월 10일,내야수(우투우타),178cm/100kg,군산신풍초-자양중-경기고-KIA-상무,16000만원,3000만원,15 KIA 2차 1라운드 2순위,15KIA
65614,황인준,014,1989년 05월 07일,투수(우투우타),188cm/92kg,충암초-홍은중-성남고-홍익대,,,15 KIA 육성선수,
65615,고재황,015,1992년 09월 30일,투수(우투우타),180cm/78kg,화순초-진흥중-진흥고-성균관대,,,15 KIA 육성선수,
65616,이민우,11,1993년 02월 09일,투수(우투우타),185cm/97kg,순천북초-순천이수중-효천고-경성대,24000만원,4300만원,15 KIA 1차,17KIA
65617,박동민,07,1992년 08월 02일,투수(우투우타),184cm/82kg,천안남산초-천안북중-용마고-동의대,,2800만원,15 KIA 육성선수,16KIA
65618,황인준,63,1991년 07월 23일,투수(우투우타),184cm/94kg,동광초-충남중-대전고-한양대,7000만원,3700만원,15 KIA 2차 5라운드 45순위,18KIA
65619,김성현,019,1991년 02월 23일,투수(우투우타),178cm/84kg,성동초-매송중-경동고-원광대,,,15 KIA 육성선수,
65620,박정우,03,1996년 03월 21일,내야수(우투좌타),187cm/97kg,중대초-배명중-배명고,4000만원,2800만원,15 KIA 2차 8라운드 82순위,16KIA
65621,유성광,021,1992년 06월 05일,내야수(우투우타),182cm/80kg,둔촌초-잠실중-서울고-고려대,,,15 KIA 육성선수,
65622,이정현,022,1992년 04월 25일,외야수(우투좌타),179cm/83kg,석교초-세광중-세광고-홍익대,,,15 KIA 2차 9라운드 85순위,
65623,최근태,023,1994년 04월 26일,외야수(좌투좌타),178cm/73kg,광주수창초-무등중-광주제일고-동강대,,,15 KIA 육성선수,
65624,임세황,024,1992년 04월 05일,외야수(우투우타),186cm/99kg,광주대성초-무등중-광주제일고-동국대,,,15 KIA 육성선수,
65625,고지원,025,1993년 02월 12일,투수(좌투좌타),172cm/80kg,군산중앙초-서울이수중-경기고-동국대,,,15 KIA 육성선수,
65630,에반,30,1983년 05월 12일,투수(우투우타),186cm/103kg,미국 벨레뷰 커뮤니티대-KIA,,,15 KIA 자유선발,15KIA
65639,박정수,19,1996년 01월 29일,투수(우언좌타),178cm/74kg,서울청구초-서울이수중-야탑고-KIA-경찰,5000만원,3000만원,15 KIA 2차 7라운드 65순위,15KIA
65643,문경찬,35,1992년 07월 08일,투수(우투우타),186cm/85kg,부천북초-동인천중-인천고-건국대-KIA-상무,11000만원,11500만원,15 KIA 2차 2라운드 22순위,15KIA
65653,김호령,53,1992년 04월 30일,외야수(우투우타),178cm/85kg,관산초-안산중앙중-군산상고-동국대-KIA-경찰,3000만원,8500만원,15 KIA 2차 10라운드 102순위,15KIA
65658,스틴슨,58,1988년 03월 14일,투수(우투우타),193cm/95kg,미국 노스우드고-KIA,,,15 KIA 자유선발,15KIA
65659,험버,59,1982년 12월 21일,투수(우투우타),190cm/95kg,미국 라이스대-KIA,,,15 KIA 자유선발,15KIA
65661,이종석,04,1992년 07월 21일,투수(우투우타),185cm/93kg,순천북초-순천이수중-벌교제일고-세한대-KIA-경찰,9000만원,2900만원,15 KIA 2차 3라운드 25순위,15KIA
65665,이준영,15,1992년 08월 10일,투수(좌투좌타),177cm/85kg,군산남초-군산중-군산상고-중앙대-KIA-상무,8000만원,4000만원,15 KIA 2차 4라운드 42순위,15KIA
65682,타케시,82,1967년 03월 17일,(우투우타),178cm/95kg,일본 하나조노고,,,,15KIA코치
65696,김명찬,47,1992년 10월 24일,투수(좌투좌타),187cm/106kg,백마초-덕수중-선린고-연세대-KIA-경찰,6000만원,3500만원,15 KIA 2차 6라운드 62순위,15KIA
65701,임성수,101,1992년 10월 01일,투수(우투우타),187cm/102kg,부산대연초(부산마린스리틀)-부산중-일본 야나기우라고,,,15 한화 육성선수,
65702,김정민,43,1992년 11월 18일,투수(우투우타),184cm/82kg,합덕초-청주중-청주고-단국대-한화,,,15 한화 2차 2라운드 23순위,15한화
65703,이도윤,96,1996년 10월 07일,내야수(우투좌타),173cm/71kg,고명초-배재중-북일고,,,15 한화 2차 3라운드 24순위,15한화
65704,임석현,04,1996년 07월 15일,투수(우투우타),178cm/80kg,명원초(강동구리틀)-배재중-북일고,,,15 한화 2차 4라운드 43순위,
65705,박준범,01,1996년 01월 19일,포수(우투우타),177cm/79kg,양정초-경남중-경북고,6000만원,2700만원,15 한화 2차 5라운드 44순위,
65706,신세진,06,1992년 06월 24일,투수(우투우타),181cm/86kg,서화초-상인천중-동산고-경남대,,,15 한화 2차 6라운드 63순위,
65707,주현상,93,1992년 08월 10일,투수(우투우타),177cm/82kg,청주우암초-청주중-청주고-동아대,5000만원,3300만원,15 한화 2차 7라운드 64순위,15한화
65708,윤보성,08,1996년 08월 13일,외야수(우투우타),181cm/84kg,동궁초(부산사상리틀)-개성중-부산고,,,15 한화 2차 8라운드 83순위,
65709,김정호,09,1996년 04월 17일,포수(우투우타),180cm/95kg,관산초-원주중-원주고,,,15 한화 2차 9라운드 84순위,
65711,원창식,,1979년 11월 05일,(우투우타),168cm/65kg,경일초-성수중-자양고-한국체대,,,,15한화코치
65722,전형근,103,1991년 07월 04일,내야수(우투우타),180cm/87kg,율하초-경복중-경북고-단국대,,,15 한화 육성선수,
65724,박철우,08,1991년 07월 11일,투수(우투우타),194cm/114kg,천안남산초-천안북중-공주고-제주대,,,15 한화 육성선수,
65725,김차연,105,1996년 08월 30일,투수(우투우타),187cm/80kg,서울갈산초-선린중-전주고,,,15 한화 육성선수,
65733,모건,33,1980년 07월 02일,외야수(좌투좌타),180cm/80kg,미국 왈라왈라대-한화,,,15 한화 자유선발,15한화
65742,로저스,45,1985년 08월 14일,투수(우투우타),192cm/95kg,도미니카 Liceo Jose Joaquin(고)-한화,,,15 한화 자유선발,15한화
65762,폭스,62,1982년 07월 20일,외야수(우투우타),184cm/100kg,미국 미시간대-한화,,,15 한화 자유선발,15한화
65764,김민우,53,1995년 07월 25일,투수(우투우타),189cm/105kg,사파초-마산중-용마고,20000만원,4200만원,15 한화 2차 1라운드 1순위,15한화
65769,김범수,17,1995년 10월 03일,투수(좌투좌타),182cm/81kg,온양온천초-온양중-북일고,20000만원,6500만원,15 한화 1차,15한화
65773,아베,73,1962년 12월 19일,(좌투좌타),184cm/95kg,일본 토호쿠고,,,,
65782,후루쿠보,82,1964년 06월 23일,(우투우타),177cm/82kg,일본 다이세이고,,,,
65787,니시모토,87,1956년 06월 27일,(우투우타),176cm/81kg,일본 마츠야마상업고,,,,
65788,다테이시,88,1957년 12월 06일,(우투우타),175cm/85kg,일본 하츠시바고,,,,
65801,이재관,12,1996년 06월 18일,투수(좌투좌타),194cm/98kg,대전신흥초-한밭중-대전고,4000만원,2700만원,15 SK 2차 7라운드 67순위,19SK
65802,봉민호,91,1996년 06월 26일,투수(좌투좌타),184cm/88kg,우암초-자양중-경기고,,,15 SK 2차 8라운드 80순위,18SK
65803,홍준표,39,1991년 04월 08일,내야수(우투좌타),175cm/72kg,대구도산초-구미중-구미전자공고-우석대,,,15 SK 2차 9라운드 87순위,
65804,전종훈,92,1996년 08월 01일,투수(우투우타),196cm/105kg,봉천초-평촌중-안산공고,,,15 SK 육성선수,
65813,박창민,,1976년 07월 13일,(우투우타),167cm/82kg,여수초-여수중-여천고-캘리포니아주립대,,,,15SK코치
65820,고윤형,,1979년 09월 20일,(우투우타),173cm/70kg,대현초-휘문중-휘문고-용인대,,,,15SK코치
65823,브라운,23,1984년 09월 10일,외야수(우투우타),182cm/90kg,미국 뉴맨 스미스고-미국 네브라스카대-SK,,,15 SK 자유선발,15SK
65827,조한욱,20,1996년 12월 19일,투수(우투우타),186cm/77kg,인헌초-선린중-충암고-SK-경찰-SK,15000만원,2800만원,15 SK 2차 1라운드 4순위,15SK
65844,박세웅,50,1996년 05월 10일,투수(좌투좌타),180cm/87kg,대해초-포항중-청주고-SK,7000만원,2700만원,15 SK 2차 4라운드 40순위,16SK
65856,켈리,23,1988년 10월 14일,투수(우투우타),188cm/86kg,미국 Desert Mountain(고)-미국 Arizona State(대),,,15 SK 자유선발,15SK
65869,이현석,25,1992년 06월 07일,포수(우투우타),175cm/90kg,노암초-대헌중-제물포고-동국대-SK-경찰,20000만원,3000만원,15 SK 1차,15SK
65894,유상화,91,1996년 02월 02일,투수(우투우타),188cm/96kg,축현초-재능중-제물포고,,,15 SK 2차 5라운드 47순위,15SK
65896,허웅,61,1996년 05월 26일,투수(우투좌타),187cm/85kg,율하초-대구중-경북고,,,15 SK 2차 2라운드 20순위,15SK
65897,신동민,61,1996년 04월 29일,투수(우투좌타),188cm/97kg,고명초-덕수중-휘문고,5000만원,2800만원,15 SK 2차 6라운드 60순위,
65898,김웅빈,10,1996년 02월 09일,내야수(우투좌타),181cm/84kg,서라벌초-제일중-울산공고-넥센-상무,8000만원,3700만원,15 SK 2차 3라운드 27순위,16넥센
65901,문석종,56,1996년 06월 18일,투수(우투우타),188cm/90kg,가동초-덕수중-배재고,4000만원,2700만원,15 NC 2차 7라운드 66순위,15NC
65902,이정호,102,1992년 06월 22일,외야수(우투우타),183cm/85kg,동인초(구리리틀)-덕수중-덕수고-경희대,,,15 NC 2차 10라운드 101순위,
65903,장혁진,103,1992년 06월 29일,포수(우투우타),175cm/80kg,역삼초-성삼중-일본 후쿠이고-일본 케이자이대,,,15 NC 육성선수,
65904,김민욱,44,1993년 01월 09일,포수(우투우타),180cm/85kg,수유초-신일중-신일고-인하대,,,15 NC 2차 8라운드 81순위,16NC
65905,최승민,9,1996년 07월 01일,외야수(우투좌타),181cm/73kg,서울학동초-대치중-신일고-NC-상무,,3000만원,15 NC 육성선수,17상무
65906,김민호,106,1996년 01월 31일,내야수(우투우타),178cm/74kg,삼성초-매송중-야탑고,,,15 NC 육성선수,
65907,박지원,107,1996년 03월 25일,내야수(우투우타),186cm/85kg,효제초-신일중-선린인터넷고,,,15 NC 육성선수,
65908,류재인,43,1996년 05월 06일,투수(우언좌타),184cm/75kg,공주중동초-마산중-마산고,,,15 NC 2차 5라운드 46순위,17NC
65909,송동욱,44,1996년 04월 18일,포수(우투우타),184cm/89kg,광주서석초-광주동성중-광주제일고,9000만원,2700만원,15 NC 2차 3라운드 26순위,
65910,장기훈,110,1988년 05월 20일,포수(우투좌타),182cm/98kg,중앙초-부산중-부산고-성균관대,,,15 NC 육성선수,
65931,스튜어트,31,1986년 09월 28일,투수(우투우타),188cm/93kg,미국 텍사스테크대,,,15 NC 자유선발,15NC
65933,구창모,59,1997년 02월 17일,투수(좌투좌타),183cm/85kg,천안남산초-덕수중-울산공고,15000만원,18000만원,15 NC 2차 1라운드 3순위,15NC
65937,이호중,11,1992년 10월 13일,투수(우투우타),183cm/91kg,서울이수초-서울이수중-배명고-경희대,20000만원,2700만원,15 NC 1차,15NC
65948,배준빈,108,1992년 04월 27일,투수(좌투우타),183cm/83kg,삼성초-매송중-용마고-동의대,,,15 NC 2차 9라운드 86순위,
65949,류진욱,41,1996년 10월 10일,투수(우투우타),189cm/88kg,양정초-개성중-부산고,10000만원,2700만원,15 NC 2차 2라운드 21순위,15NC
65958,이훈,19,1996년 10월 19일,투수(우투우타),186cm/75kg,삼일초-안산중앙중-야탑고,,,15 NC 2차 4라운드 41순위,15NC
65964,이우석,20,1996년 04월 16일,투수(우투우타),185cm/90kg,군산남초-군산남중-군산상고-NC-상무,6000만원,3000만원,15 NC 2차 6라운드 61순위,15NC
66000,카와세,00,,내야수(),cm/kg,,,,,
66001,노유성,115,1993년 03월 25일,투수(우투좌타),187cm/91kg,광주화정초-무등중-광주제일고-성균관대-KT,,,16 KT 2차 9라운드 81순위,
66002,이병훈,102,1997년 01월 29일,투수(좌투좌타),178cm/80kg,공주중동초-공주중-세광고,,,16 KT 2차 10라운드 100순위,
66003,우현규,103,1994년 02월 22일,투수(우투좌타),186cm/100kg,화정초-진흥중-진흥고-고려대,,,16 KT 육성선수,
66004,이민욱,104,1993년 09월 02일,투수(우투좌타),183cm/72kg,군산초-동인천중-인천고-인하대,,,16 KT 육성선수,
66005,임지한,0,1993년 12월 03일,외야수(우투우타),178cm/73kg,천안남산초-천안북중-북일고-단국대,,2900만원,16 KT 육성선수,17KT
66006,박상원,106,1989년 08월 19일,투수(우투우타),193cm/98kg,양목초-양천중-선린인터넷고-고려대,,,16 KT 육성선수,
66007,김민우,109,1997년 10월 17일,투수(우투우타),181cm/86kg,여수서초-여수중-효천고,,,16 KT 육성선수,
66013,히고시,132,,포수(),cm/kg,,,,,
66018,김선기,49,1991년 09월 01일,투수(우투우타),187cm/94kg,석교초-세광중-세광고-상무-넥센,,4200만원,18 넥센 2차 1라운드 8순위,09시애틀
66023,강승훈,23,1994년 01월 03일,내야수(우투우타),172cm/76kg,신곡초-수원북중-유신고-연세대,,,16 KT 2차 8라운드 80순위,16KT
66025,리두슈엔,125,,내야수(),cm/kg,,,,,
66029,노자와,129,,투수(),cm/kg,,,,,
66030,코다마,130,,투수(),cm/kg,,,,,
66031,호리우치,39,,포수(),cm/kg,,,,,
66032,피노,32,1983년 12월 26일,투수(우투우타),188cm/86kg,베네수엘라 라몬 바스티다스고,,,16 KT 자유선발,16KT
66036,나카무라,136,,투수(),cm/kg,,,,,
66037,와타나베,137,,투수(),cm/kg,,,,,
66039,한승지,18,1997년 05월 19일,투수(우투우타),184cm/85kg,수유초-선린중-포철고-KT-경찰,9000만원,2700만원,16 KT 2차 2라운드 20순위,16KT
66040,코자와,123,,투수(),cm/kg,,,,,
66045,타니가와라,45,,포수(),cm/kg,,,,,
66047,박세진,33,1997년 06월 27일,투수(좌투좌타),178cm/93kg,본리초-경운중-경북고,23000만원,3300만원,16 KT 1차,16KT
66048,타카하시,47,,투수(),cm/kg,,,,,
66049,마리몬,49,1988년 09월 30일,투수(우투우타),188cm/88kg,,,,16 KT 자유선발,16KT
66050,로위,49,1984년 12월 26일,투수(우투우타),180cm/86kg,미국 머서대,,,16 KT 자유선발,16KT
66052,남태혁,52,1991년 03월 13일,내야수(우투우타),187cm/107kg,서화초-대헌중-제물포고-KT,,3000만원,16 KT 2차 1라운드 1순위,09LA다저스
66055,차타니,55,,내야수(),cm/kg,,,,,
66056,임도혁,103,1997년 10월 09일,투수(우투우타),184cm/74kg,효제초-신흥중-제물포고,,,16 KT 2차 4라운드 40순위,
66061,쿠로세,126,,내야수(),cm/kg,,,,,
66064,김태오,46,1997년 07월 29일,투수(좌투좌타),182cm/84kg,연현초-양천중-서울고-KT-상무,5000만원,3300만원,16 KT 2차 5라운드 41순위,18KT
66066,마츠모토,66,,투수(),cm/kg,,,,,
